id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v15-37-0,SENS,"SENS, (Géogr. mod.)​ en latin Agendicum, Agetineum, Agenniacum ; ville de France en Champagne, capitale du Sénonois, au confluent de l’Yonne & de la Vanne, à 12 lieues au nord d’Auxerre, à 13 au couchant de Troyes, & à 25 au sud-est de Paris.


Cette ville autrefois capitale du peuple Sénonois, fort peuplée & connue des Romains, est aujourd’hui assez chétive, & contient à peine dans toute son étendue six mille habitans. Ils ne purent arrêter les progrès des conquêtes de César dans les Gaules, & se trouverent mal de leur révolte contre ce général ; mais l’empereur Julien n’étant encore que césar, soutint avec succès un siege dans cette ville contre les Germains. Toutes les antiquités de Sens se bornent aujourd’hui à quelques monnoies de Charlemagne & de sa postérité, qui ont été battues à Sens.


Vers l’an 940 elle étoit au pouvoir de Hugues le grand, duc de France. En 1015 le roi Robert prit cette ville, & la réunit à la couronne. L’archevêché de Sens fut érigé, selon M. de Marca, vers l’an 380 ; son archevêque prend le titre de primat des Gaules, mais la primatie est demeurée provisionnellement à l’archevêque de Lyon. Celui de Sens n’a pour suffragans actuels que les évêques de Troyes, d’Auxerre & de Nevers ; il avoit encore autrefois les évêques de Paris, de Chartres, de Meaux & d’Orléans. Son archevêché vaut au moins 70000 livres de revenu, & son diocèse est d’une grande étendue ; car il renferme suivant le pouillé, 766 cures, tant séculieres que régulieres ; 26 abbayes, tant d’hommes que de filles ; & 11 chapitres, sans compter celui de la métropole, dont l’église a quelques privileges particuliers.


Le chapitre de Sens a une bibliotheque qui renferme quelques manuscrits, & entr’autres l’original de l’ancien office des Fous, tel qu’il se chantoit autrefois dans l’église de Sens. C’est un in-folio long & étroit, écrit en lettres assez menues, & couvert d’ivoire sculpté : on y voit des bacchanales & autres folies de l’ancienne fête des Fous représentés grossierement ; on y lit au commencement une prose rimée au sujet de l’âne, qu’on fêtoit aussi dans quelques diocèses. Le reste de l’office est composé de prieres de l’église, confondues les unes dans les autres, pour répondre au titre de la fête des Fous. Voyez Fête des Fous.


Entre plusieurs conciles tenus à Sens, le plus célebre est le premier, de l’an 1140. Le roi Louis le jeune y assista, & S. Bernard, ennemi d’Abailard, fit condamner dans ce concile ce fameux docteur, qui n’avoit aucun tort dans sa doctrine, & qui appella de sa condamnation au pape.


Sens est le siege d’un présidial, d’une élection & d’un bailliage. Il y a dans cette ville deux abbayes de bénédictins, un college, un séminaire dirigé par les PP. de la mission, & plusieurs couvens. La situation de Sens seroit très-propre pour le commerce, & cependant il ne s’y en fait presque aucun. Long. suivant Cassini, 20. 45. 30. lat. 48. 11.


Malingre (Claude), né à Sens dans le xvij. siecle, publia sur l’histoire de France, un grand nombre d’ouvrages qui ne sont point estimés, & qui ne l’ont jamais été. Le premier qu’il mit au jour en 1635, est une Histoire des dignités honoraires de France, & c’est le seul de ses livres qui ait une certaine utilité, parce qu’il a eu soin de citer ses garans. Il est mort entre les années 1652 & 1655.


Loiseau (Charles), son compatriote, est un des plus habiles jurisconsultes de la France, & a donné plusieurs ouvrages excellens sur des matieres de droit. Il est mort à Paris, en 1627, âgé de 63 ans. (D. J.)​","[['48 11\' N 20 45\' 30"" E']]",,"48 11' N 20 45' 30"" E","48 11' N 20 45' 30"" E"
v15-444-0,SIARA,"SIARA, (Géog. mod.)​ capitainerie de l’Améri-​que méridionale, dans le Brésil, sur la côte septentrionale, entre celle de Maragnan, & celle de Rio-Grande ; les Portugais y ont deux forteresses. Les sauvages de cette côte sont grands & laids de visage ; ils ont les cheveux longs, les oreilles percées, pendantes presque sur les épaules, & la peau teinte en noir, excepté depuis les yeux jusqu’à la bouche. Long. 338. latit. mérid. 3. 15. (D. J.)​","[[""3 15' S 338 E""]]",,3 15' S 338 E,3 15' S 338 O
v15-523-0,SIEGEN,"SIEGEN, (Géog. mod.)​ petite ville d’Allemagne, dans la Wétéravie, sur un ruisseau de même nom. Elle est chef-lieu d’une principauté qui appartient à une branche de la maison de Nassau. Long. 23. 58. lat. 50. 42.","[[""50 42' N 23 58' E""]]",,50 42' N 23 58' E,50 42' N 23 58' E
v15-532-0,"SIERRA-LIONE, Rio de","SIERRA-LIONE, Rio de, (Géog. mod.)​ c’est-à-dire, riviere de la montagne des lions, nom donné par les Espagnols & les Portugais à une grande riviere d’Afrique, dans la haute Guinée, à la côte de Malaguette, sous le 8e. degré 25 minutes de latitude septentrionale, & par les 359 degrés 40 minutes de longitude. Elle tire sa source de hautes montagnes peuplées de lions & d’autres animaux sauvages.


C’est une des plus considérables rivieres de l’Afrique, & son embouchure peut avoir trois à quatre lieues de largeur. Elle sépare deux royaumes ; celui du nord nommé Boulon, & celui du sud appellé Bouré. Son lit renferme quantité d’îles, d’un excellent terroir, couvertes de palmiers & toutes bordées de mangles.


La riviere de Sierra-lione, porte aussi les noms de Tagrin & de Mitouba dans les relations de nos voyageurs. Il est bon d’être averti de ces noms differens, afin de ne pas faire en géographie trois rivieres d’une seule. (D. J.)​","[[""8 25' N 359 40' E""]]",,8 25' N 359 40' E,8 25' N 359 40' O
v15-614-0,"SILISTRIA, ou DORESTERO","SILISTRIA, ou DORESTERO, (Géog. mod.)​ en latin Durostorum ; ville de la Turquie européenne, dans la Bulgarie, près du Danube, vis-à-vis de l’embouchure du Missoro, à 80 lieues de Sophie, & à 69 au nord-est d’Andrinople. C’est le chef-lieu d’un gouvernement qui est fort étendu. Elle a pour sa défense une bonne citadelle. Longit. 45. 15. lat. 42. 12.","[[""42 12' N 45 15' E""]]",,42 12' N 45 15' E,42 12' N 45 15' E
v15-645-0,SIMAIRSKA,"SIMAIRSKA, (Géog. mod.)​ ville de l’empire russien, au royaume d’Astracan, entre cette ville & Casan, sur le Wolga, au pays des Tartares nogais. Long. 66. lat. 54. 5.","[[""54 5' N 66 E""]]",,54 5' N 66 E,54 5' N 66 E
v15-659-0,SIMISO ou AMID,"SIMISO ou AMID, (Géog. mod.)​ par les anciens Amisus ; ville de la Turquie asiatique dans l’Anatolie, sur le bord de la mer Noire, par les 54. 20. de longit. & par les 40. 30. de latit. (D. J.)​","[[""40 30' N 54 20' E""]]",,40 30' N 54 20' E,40 30' N 54 20' E
v15-660-0,SIMMEREN,"SIMMEREN, (Geog. mod.)​ petite ville d’Allemague dans le bas Palatinat, à 10 lieues au couchant de Mayence ; elle appartient à l’électeur Palatin. Long. 25. 8. latit. 49. 54. (D. J.)​","[[""49 54' N 25 8' E""]]",,49 54' N 25 8' E,49 54' N 25 8' E
v15-721-0,SINIGAGLIA,"SINIGAGLIA, (Géog. mod.)​ en latin Senogallia, petite ville d’Italie, dans le duché d’Urbin, sur la riviere Nigola, près de la mer, à 10 milles de Fano, à 22 de Pésaro & d’Ancone, & à 34 d’Urbin. Cette ville fut fondée par les Sénonois, & devint depuis colonie romaine. La riviere la divise en ville neuve & en ville vieille, toutes les deux dépeuplées. Ses fortifications & celles du château ne sont pas absolument mauvaises. Son terroir abonde en vin, & manque de bonne eau. Son évêché a été établi depuis le iv. siecle, & est suffragant d’Urbin. Long. 30. 52. latit. 43. 40. (D. J.)​","[[""43 40' N 30 52' E""]]",,43 40' N 30 52' E,43 40' N 30 52' E
v15-729-2,Sinope,"Sinope, (Géog. mod.)​ ville de l’Asie mineure, anciennement comprise dans la Paphlagonie, comme nous l’avons dit dans l’article précédent. Elle étoit à 50 stades d’Armène, bâtie à l’entrée d’une presqu’île, dont l’isthme n’a que deux stades (environ deux cens toises de largeur), elle avoit un bon port de chaque côté.


L’ancienneté de cette ville remonte au tems fabuleux, au tems même des Argonautes. Elle reçut son lustre des Milésiens, qui y envoyerent une colonie, & avec le tems elle devint assez puissante pour fonder elle-même d’autres colonies sur les côtes du Pont-Euxin ; savoir à Cérasunte & à Trapésunte. Les rois de Pont s’en emparerent, & Mithridate fit de Sinope la capitale de ses états. Lucullus joignit Sinope aux conquêtes de la république ; Jules-César y envoya une colonie romaine, & Auguste dans son voyage d’Asie, lui confirma ses franchises & ses immunites.


Ses murailles étoient encore belles du tems de Strabon qui vivoit alors. Celles d’aujourd’hui ont été bâties sous les derniers empereurs grecs ; son château est entierement délabré. On ne trouve aucune inscription dans la ville, ni dans les environs ; mais on en voit quantité dans le cimetiere des Turcs, parmi des chapiteaux, bases & piédestaux. Ce sont les restes des débris du magnifique gymnase, du marché, & des portiques dont Strabon fait mention. Les eaux y sont excellentes, & l’on cultive dans les campagnes voisines, des oliviers d’une grandeur assez raisonnable.


Charatice capitaine mahométan, surprit Sinope du tems d’Alexis Comnène, dans le dessein d’enlever les trésors que les empereurs grecs y avoient mis en dépôt ; mais le sultan lui manda par politique d’abandonner la place sans y rien piller. Lorsque les croisés se rendirent maîtres de Constantinople, Sinope resta aux Comnènes, & fut une des villes de l’empire de Trébisonde. Elle devint dans la suite une principauté indépendante, dont Mahomet II. fit la conquête en 1461, sur Ismaël prince de Sinope ; c’est ainsi que cette ville de l’Anatolie, qui a été épiscopale dans le v. siecle, & qui n’est aujourd’hui qu’un bourg, a passé sous la domination de la Porte ottomane.


Strabon qui ne négligeoit rien dans ses descriptions, remarque que les côtes, depuis Sinope jusqu’en Bithynie, sont couvertes d’arbres dont le bois est propre à faire des navires ; que les campagnes sont pleines d’oliviers, & que les menuisiers de Sinope faisoient de belles tables de bois d’érable & de noyer. Tout cela se pratique encore aujourd’hui, excepté qu’au-lieu de tables qui ne conviennent pas aux Turcs, ils emploient l’érable & le noyer à faire des sophas, & à boiser des appartemens. Ainsi ce n’est pas contre ce quartier de la mer Noire qu’Ovide a déclamé avec tant de véhémence, dans sa troisieme lettre écrite du Pont à Rufin. Long. 52. 54. lat. septent. 43.


Aquila, auteur d’une version grecque de l’ancien Testament, étoit de Sinope. Il publia deux éditions de cette version ; la premiere parut l’année 12 de l’empereur Adrien, la 128 de J. C. Dans la premiere, il se donna plus de liberté pour rendre le sens de l’original, sans s’attacher servilement aux mots, & sans faire une version littérale. Mais dans la seconde, il traduisit mot à mot, sans en excepter même les termes qui ne peuvent être bien rendus en grec, particulierement la particule eth, qui lorsqu’elle désigne seulement l’accusatif en hébreu, n’a proprement aucune signification : cependant comme elle signifie ailleurs avec, Aquila la rendoit par la particule σὺν, sans au-​cun égard au génie de la langue grecque.


S. Jérome porte de cette version des jugemens contradictoires, tantôt il la loue, & tantôt il la blâme. Dans un endroit il en parle d’une maniere défavorable, & ailleurs il dit qu’Aquila a rendu l’original mot à mot, avec tout le soin & toute la fidélité possible, & non trop scrupuleusement comme quelques-uns le croient. Souvent il préfere cette version à celle des septante, particulierement ses quest. hebraic. in Genes. Origene en parle toujours avec éloge. Il est vrai que plusieurs autres anciens, comme Eusebe, se plaignent souvent de l’inexactitude d’Aquila en bien des passages.


Malgré toutes leurs plaintes, les savans regrettent la perte des traductions d’Aquila, qui se seroient certainement conservées jusqu’à nous, si les anciens en avoient connu le véritable usage. Elles méritoient ces traductions, qu’on les eût souvent fait copier aux frais communs des églises, & qu’on les eût mises dans les bibliotheques publiques, pour les transmettre à la postérité ; mais les copistes de ces tems-là étoient employés par des gens ignorans à copier un nombre infini de pieces inutiles, tandis qu’on négligeoit des ouvrages importans, qui sont des pertes irréparables.


Ce fut la seconde version d’Aquila, retouchée par cet écrivain, que les juifs hellénistes reçurent, & ils s’en servirent partout dans la suite, au lieu de celle des septante. De-là vient qu’il est souvent parlé de cette version dans le talmud, & jamais de celle des septante. Cependant les Talmudistes, jaloux contre les Hellénistes, firent leurs efforts pour en dégoûter les peuples, & pour les ramener à l’hébreu. Cette affaire causa tant de bruit & de divisions, que les empereurs furent obliges de s’en mêler.


Justinien en particulier, publia une ordonnance qui se trouve encore dans ses nouvelles constitutions, portant permission aux Juifs de lire l’Ecriture dans leurs synagogues, dans la version greque des septante, dans celle d’Aquila, ou dans quelle autre langue il leur plairoit, selon les pays de leur demeure. Mais les docteurs juifs ayant reglé la chose autrement, l’ordonnance de l’empereur ne servit de rien, ou de fort peu de chose ; car bientôt après les septante & Aquila furent abandonnés : & depuis ce tems-là la lecture de l’Ecriture s’est toujours faite dans leurs assemblées en hébreu & en chaldéen, dont on se sert même encore aujourd’hui dans quelques-unes de leurs synagogues, comme à Francfort. (Le chevalier de Jaucourt.)​","[[""43 N 52 54' E""]]",,43 N 52 54' E,43 N 52 54' E
v15-737-0,SINTZHEIM ou SINSHEIM,"SINTZHEIM ou SINSHEIM. (Géog. mod.)​ ville d’Allemagne dans la Suabe, au petit pays Creigow, à 4 lieues d’Heidelberg, & à même distance d’Heilbron. Cette ville appartient à l’électeur Palatin, & les François la brûlerent avec quantité d’autres en 1689. Long. 27. 34. latit. 49. 15. (D. J.)​","[[""49 15' N 27 34' E""]]",,49 15' N 27 34' E,49 15' N 27 34' E
v15-772-0,SIRCK,"SIRCK, (Géog. mod.)​ les François disent & écrivent Sirque ; petite ville de Lorraine, aux confins​ du Luxembourg, sur la rive gauche de la Moselle ; à trois lieues de Thionville, vers le couchant d’été Elle a été cédée à la France par le traité de Vincennes, de l’an 1661, confirmé par celui de 1718. Long. 23. 46. latit. 49. 24. (D. J.)​","[[""49 24' N 23 46' E""]]",,49 24' N 23 46' E,49 24' N 23 46' E
v15-785-0,"SIRMICH, ou SIRMISCH","SIRMICH, ou SIRMISCH, (Géog. mod.)​ en latin Sirmiensis comitatus, contrée du royaume de Hongrie. Elle s’étend au midi le long de la Save, qui la sépare de la Servie & de la Rascie. Le Danube la borne à l’orient, le comté de Valpon au nord, & celui de Posega à l’occident. Les Turcs sont aujourd’hui les maîtres de cette contrée.


La ville de Sirmich, sa capitale, en latin Sirmium, lui a donné son nom. Cette ville, appellée par ceux du pays Szreino ou Schremnia, est située sur la riviere de Bosweth, proche la Save, au pié du mont Arpareta, à quinze milles d’Essek au midi. Long. 38. 6. latit. 45. 4.


Elle a eu un évêché sous Colocza. Il s’y est tenu deux conciles, l’un en 351, & l’autre en 537. Cette ville, alors considérable, fut ruinée par les Huns vers l’an 460, & les Turcs ne l’ont pas rétablie, ensorte que ce n’est plus aujourd’hui qu’une bourgade dépeuplée ; mais elle étoit puissante & célebre sous les empereurs romains, comme on peut le voir en lisant l’article Sirimum. (D. J.)​","[[""45 4' N 38 6' E""]]",,45 4' N 38 6' E,45 4' N 38 6' E
